-90,-78,-81,-69,-85,-80,-57,-76,-80,-82,-84,-88,-81,-94,-81,-76,-81,-92,-70,-90,-91,-52,-83,-61,-75,-81,-69,-81,-81,-79,-81,-73,-81,-83,-84,-78,-71,-85,-85,5
-80,-82,-85,-70,-88,-77,-58,-76,-82,-82,-88,-85,-85,-89,-95,-75,-80,-87,-79,-89,-85,-60,-79,-64,-75,-81,-74,-81,-81,-83,-80,-75,-83,-57,-87,-79,-79,-84,-88,5
-75,-77,-81,-68,-85,-70,-66,-77,-81,-81,-86,-87,-87,-89,-80,-78,-80,-83,-79,-86,-94,-62,-81,-61,-75,-81,-74,-82,-88,-81,-79,-76,-81,-65,-84,-74,-81,-88,-86,5
-86,-56,-89,-78,-90,-80,-70,-79,-91,-91,-82,-92,-85,-87,-88,-66,-88,-86,-82,-89,-82,-78,-94,-77,-82,-92,-66,-90,-91,-91,-90,-74,-90,-67,-77,-69,-70,-85,-89,6
-82,-63,-89,-67,-86,-85,-69,-78,-91,-91,-83,-94,-86,-88,-95,-75,-89,-90,-79,-89,-80,-66,-97,-84,-79,-89,-72,-91,-89,-89,-89,-76,-90,-58,-79,-73,-61,-82,-82,6
-93,-62,-93,-68,-84,-71,-73,-74,-94,-93,-84,-86,-90,-92,-88,-64,-94,-90,-77,-85,-87,-69,-92,-75,-76,-92,-67,-93,-94,-94,-95,-69,-99,-56,-86,-58,-57,-83,-85,6
-86,-59,-88,-73,-89,-71,-81,-75,-89,-88,-83,-94,-85,-87,-87,-64,-88,-88,-82,-93,-81,-72,-95,-82,-81,-87,-83,-87,-89,-89,-88,-74,-88,-63,-85,-69,-57,-86,-84,6
-82,-63,-89,-67,-86,-85,-69,-78,-91,-91,-83,-94,-86,-88,-95,-75,-89,-90,-79,-89,-80,-66,-97,-84,-79,-89,-72,-91,-89,-89,-89,-76,-90,-58,-79,-73,-61,-82,-82,6
-85,-61,-89,-67,-86,-80,-81,-86,-89,-91,-85,-89,-84,-89,-90,-79,-91,-93,-79,-93,-85,-71,-91,-83,-76,-90,-81,-91,-90,-89,-90,-67,-93,-63,-81,-73,-59,-84,-84,6
-83,-65,-89,-68,-82,-77,-76,-74,-87,-88,-81,-87,-90,-92,-94,-67,-87,-85,-77,-86,-85,-75,-90,-72,-75,-90,-82,-87,-88,-89,-88,-78,-86,-57,-81,-66,-56,-84,-84,6
-82,-63,-89,-67,-86,-85,-69,-78,-91,-91,-83,-94,-86,-88,-95,-75,-89,-90,-79,-89,-80,-66,-97,-84,-79,-89,-72,-91,-89,-89,-89,-76,-90,-58,-79,-73,-61,-82,-82,6
-93,-60,-87,-80,-85,-75,-70,-77,-94,-89,-88,-94,-92,-86,-88,-61,-89,-91,-73,-93,-87,-69,-95,-70,-82,-93,-80,-89,-88,-87,-93,-81,-93,-61,-77,-71,-58,-82,-84,6
-84,-60,-89,-69,-83,-85,-77,-74,-92,-90,-83,-92,-84,-91,-92,-75,-90,-87,-69,-89,-81,-79,-94,-77,-75,-90,-65,-94,-92,-90,-93,-74,-90,-61,-81,-64,-57,-85,-87,6
-90,-55,-87,-65,-90,-82,-74,-79,-86,-86,-90,-97,-93,-90,-94,-84,-86,-93,-81,-91,-88,-63,-95,-79,-79,-87,-66,-85,-86,-86,-89,-77,-86,-64,-84,-73,-65,-86,-93,7
-89,-53,-90,-76,-93,-81,-68,-79,-86,-87,-91,-92,-95,-93,-86,-75,-90,-89,-65,-100,-92,-64,-93,-72,-79,-85,-66,-85,-86,-86,-84,-75,-90,-48,-93,-69,-74,-87,-92,7
-87,-55,-87,-75,-88,-81,-64,-81,-90,-86,-84,-99,-92,-91,-95,-80,-87,-89,-79,-99,-91,-58,-93,-76,-80,-86,-76,-87,-89,-86,-86,-74,-87,-66,-85,-74,-65,-85,-93,7
-92,-72,-86,-68,-99,-83,-86,-76,-87,-88,-87,-91,-94,-91,-90,-73,-85,-88,-79,-99,-90,-66,-97,-69,-80,-85,-71,-84,-85,-85,-85,-77,-87,-51,-87,-79,-81,-85,-92,7
-88,-56,-88,-66,-91,-81,-70,-77,-89,-88,-91,-99,-91,-95,-97,-83,-87,-94,-75,-90,-89,-61,-97,-77,-86,-88,-67,-87,-90,-87,-87,-75,-87,-47,-84,-82,-74,-87,-91,7
-87,-64,-88,-85,-94,-79,-65,-80,-88,-86,-89,-96,-92,-93,-95,-78,-90,-94,-80,-97,-89,-59,-93,-78,-85,-88,-84,-88,-87,-88,-89,-81,-89,-52,-95,-81,-64,-91,-89,7
-91,-71,-91,-66,-91,-82,-79,-83,-93,-90,-87,-97,-93,-98,-92,-78,-90,-90,-79,-90,-94,-62,-90,-74,-77,-90,-80,-87,-91,-86,-86,-73,-86,-44,-85,-79,-64,-86,-90,7
-87,-64,-88,-85,-94,-79,-65,-80,-88,-86,-89,-96,-92,-93,-95,-78,-90,-94,-80,-97,-89,-59,-93,-78,-85,-88,-84,-88,-87,-88,-89,-81,-89,-52,-95,-81,-64,-91,-89,7
-88,-60,-89,-63,-91,-73,-60,-78,-90,-88,-93,-94,-92,-92,-93,-79,-91,-88,-72,-92,-83,-57,-94,-84,-80,-90,-73,-89,-87,-90,-90,-80,-90,-51,-88,-83,-63,-90,-94,7
-92,-72,-86,-68,-99,-83,-86,-76,-87,-88,-87,-91,-94,-91,-90,-73,-85,-88,-79,-99,-90,-66,-97,-69,-80,-85,-71,-84,-85,-85,-85,-77,-87,-51,-87,-79,-81,-85,-92,7
-99,-70,-81,-78,-87,-84,-72,-91,-81,-82,-87,-92,-91,-98,-86,-79,-81,-84,-71,-95,-98,-71,-91,-68,-84,-81,-72,-81,-81,-81,-82,-76,-82,-49,-84,-77,-76,-91,-91,8
-87,-66,-87,-66,-93,-79,-80,-76,-88,-88,-94,-95,-90,-89,-88,-78,-84,-83,-78,-92,-89,-54,-91,-73,-78,-86,-85,-88,-94,-85,-86,-80,-86,-51,-86,-80,-73,-92,-88,8
-95,-63,-92,-76,-94,-82,-70,-78,-88,-87,-86,-91,-92,-93,-86,-76,-88,-83,-69,-90,-93,-60,-85,-81,-84,-86,-68,-87,-87,-87,-87,-81,-86,-57,-86,-77,-73,-86,-89,8
-89,-67,-91,-69,-88,-81,-66,-79,-88,-87,-89,-93,-88,-90,-97,-81,-89,-84,-81,-99,-91,-50,-93,-69,-78,-88,-80,-88,-85,-86,-85,-78,-84,-47,-87,-76,-75,-90,-91,8
-95,-81,-82,-74,-85,-83,-68,-71,-83,-83,-89,-91,-92,-88,-96,-82,-83,-86,-84,-97,-86,-61,-89,-78,-82,-84,-78,-82,-82,-82,-83,-81,-89,-55,-88,-80,-83,-83,-95,8
-87,-78,-87,-69,-89,-79,-66,-78,-89,-91,-90,-91,-90,-87,-89,-80,-87,-85,-78,-98,-89,-56,-91,-69,-75,-88,-82,-86,-93,-90,-87,-81,-89,-46,-86,-71,-77,-91,-91,8
-86,-75,-88,-69,-95,-83,-70,-76,-89,-86,-93,-95,-95,-95,-95,-78,-90,-85,-76,-97,-89,-57,-91,-66,-81,-87,-80,-85,-88,-90,-89,-85,-86,-57,-90,-84,-79,-89,-88,8
-94,-67,-90,-62,-91,-74,-82,-73,-89,-91,-92,-90,-91,-94,-85,-83,-89,-84,-69,-99,-86,-73,-91,-73,-76,-88,-77,-90,-90,-86,-87,-77,-82,-46,-84,-72,-73,-92,-87,8
-95,-63,-83,-73,-92,-78,-68,-79,-83,-83,-88,-91,-87,-89,-86,-80,-82,-93,-70,-93,-92,-64,-96,-71,-78,-82,-70,-83,-82,-82,-82,-79,-89,-55,-84,-79,-76,-86,-87,8
-87,-66,-87,-66,-93,-79,-80,-76,-88,-88,-94,-95,-90,-89,-88,-78,-84,-83,-78,-92,-89,-54,-91,-73,-78,-86,-85,-88,-94,-85,-86,-80,-86,-51,-86,-80,-73,-92,-88,8
-88,-82,-88,-73,-94,-85,-66,-72,-78,-78,-88,-96,-90,-88,-83,-86,-79,-85,-85,-90,-87,-63,-92,-68,-86,-84,-74,-88,-79,-78,-87,-82,-78,-55,-87,-88,-76,-82,-89,9
-85,-83,-80,-80,-90,-82,-62,-84,-79,-78,-92,-91,-91,-93,-86,-81,-79,-85,-75,-91,-88,-63,-92,-71,-83,-80,-69,-80,-79,-79,-79,-79,-81,-66,-81,-80,-82,-83,-92,9
-84,-83,-80,-76,-90,-80,-61,-78,-80,-79,-92,-101,-91,-92,-84,-76,-80,-89,-75,-97,-87,-61,-92,-67,-75,-80,-73,-80,-80,-80,-86,-81,-79,-60,-86,-81,-76,-89,-91,9
-91,-79,-82,-63,-88,-83,-65,-78,-83,-81,-87,-94,-91,-87,-91,-84,-83,-85,-71,-93,-88,-71,-94,-70,-78,-81,-76,-81,-82,-84,-85,-80,-81,-54,-85,-78,-76,-87,-90,9
-92,-71,-84,-69,-90,-81,-64,-83,-85,-84,-89,-94,-88,-92,-84,-81,-84,-91,-81,-94,-91,-71,-88,-66,-79,-84,-75,-85,-84,-84,-84,-81,-85,-53,-85,-76,-78,-88,-91,9
-87,-78,-79,-73,-88,-86,-71,-79,-85,-79,-90,-93,-88,-91,-81,-78,-82,-98,-80,-90,-89,-54,-88,-80,-82,-82,-84,-79,-85,-81,-78,-75,-80,-64,-86,-77,-81,-86,-90,9
-86,-73,-79,-75,-91,-91,-73,-66,-79,-80,-88,-92,-91,-94,-84,-85,-81,-86,-84,-91,-93,-65,-92,-79,-77,-80,-77,-81,-80,-81,-80,-76,-84,-64,-82,-78,-82,-86,-88,9
-84,-83,-80,-76,-90,-80,-61,-78,-80,-79,-92,-101,-91,-92,-84,-76,-80,-89,-75,-97,-87,-61,-92,-67,-75,-80,-73,-80,-80,-80,-86,-81,-79,-60,-86,-81,-76,-89,-91,9
-85,-79,-79,-69,-87,-88,-73,-83,-80,-80,-87,-96,-91,-89,-86,-84,-82,-86,-76,-91,-88,-65,-91,-68,-81,-80,-74,-85,-81,-84,-84,-78,-85,-66,-85,-83,-80,-86,-88,9
-88,-82,-88,-73,-94,-85,-66,-72,-78,-78,-88,-96,-90,-88,-83,-86,-79,-85,-85,-90,-87,-63,-92,-68,-86,-84,-74,-88,-79,-78,-87,-82,-78,-55,-87,-88,-76,-82,-89,9
-75,-76,-84,-74,-82,-72,-50,-75,-85,-84,-88,-90,-83,-81,-81,-75,-83,-88,-66,-90,-91,-63,-86,-60,-67,-86,-82,-82,-84,-87,-83,-82,-84,-67,-91,-80,-87,-78,-88,10
-73,-75,-86,-74,-78,-80,-50,-68,-85,-85,-90,-90,-83,-83,-82,-77,-84,-90,-83,-91,-90,-64,-87,-60,-69,-87,-76,-86,-86,-85,-85,-77,-84,-54,-91,-80,-87,-81,-86,10
-90,-86,-89,-73,-82,-71,-44,-75,-88,-91,-87,-90,-83,-95,-81,-76,-91,-92,-79,-83,-89,-55,-83,-66,-70,-89,-81,-81,-90,-81,-89,-70,-85,-54,-76,-81,-82,-82,-87,10
-77,-71,-84,-74,-82,-72,-44,-66,-86,-87,-90,-89,-86,-81,-93,-84,-85,-90,-77,-91,-89,-60,-86,-58,-79,-85,-80,-87,-85,-88,-85,-69,-85,-66,-90,-84,-82,-87,-90,10
-84,-76,-87,-68,-87,-85,-44,-76,-89,-89,-89,-89,-87,-80,-82,-81,-87,-82,-79,-80,-90,-56,-83,-59,-70,-81,-78,-86,-80,-88,-86,-68,-88,-52,-84,-83,-82,-81,-89,10
-90,-74,-89,-76,-82,-71,-47,-60,-89,-86,-87,-87,-80,-80,-79,-82,-87,-85,-77,-88,-89,-54,-85,-59,-69,-85,-81,-88,-86,-87,-88,-72,-86,-73,-86,-81,-82,-79,-87,10
-74,-70,-85,-68,-85,-75,-47,-69,-83,-83,-87,-88,-82,-90,-85,-83,-85,-87,-84,-84,-88,-62,-86,-63,-73,-83,-78,-84,-83,-82,-84,-73,-82,-55,-84,-83,-79,-91,-86,10
-75,-76,-84,-74,-82,-72,-50,-75,-85,-84,-88,-90,-83,-81,-81,-75,-83,-88,-66,-90,-91,-63,-86,-60,-67,-86,-82,-82,-84,-87,-83,-82,-84,-67,-91,-80,-87,-78,-88,10
-74,-80,-83,-64,-85,-80,-40,-78,-88,-87,-85,-88,-83,-80,-88,-79,-85,-89,-66,-78,-86,-54,-85,-63,-76,-82,-77,-90,-80,-80,-80,-84,-79,-53,-84,-78,-80,-80,-84,10
-74,-80,-83,-64,-85,-80,-40,-78,-88,-87,-85,-88,-83,-80,-88,-79,-85,-89,-66,-78,-86,-54,-85,-63,-76,-82,-77,-90,-80,-80,-80,-84,-79,-53,-84,-78,-80,-80,-84,10
-87,-62,-91,-60,-85,-72,-71,-70,-91,-94,-81,-90,-85,-82,-93,-55,-92,-90,-78,-90,-84,-80,-96,-76,-82,-92,-66,-91,-90,-91,-95,-68,-92,-61,-83,-64,-63,-80,-87,11
-85,-52,-91,-84,-80,-76,-75,-70,-88,-90,-83,-90,-83,-81,-81,-64,-89,-97,-80,-90,-84,-74,-90,-79,-76,-88,-77,-88,-93,-95,-93,-62,-95,-64,-82,-75,-66,-83,-89,11
-90,-60,-85,-60,-84,-78,-85,-69,-85,-86,-82,-89,-85,-80,-86,-65,-86,-83,-75,-90,-80,-82,-91,-81,-71,-85,-65,-85,-85,-90,-86,-68,-87,-65,-82,-65,-64,-78,-87,11
-90,-57,-91,-60,-81,-83,-77,-72,-93,-91,-80,-91,-87,-90,-83,-66,-91,-84,-71,-83,-81,-76,-84,-79,-80,-90,-65,-91,-91,-91,-91,-77,-91,-60,-79,-54,-68,-86,-90,11
-82,-61,-89,-80,-88,-75,-79,-78,-88,-88,-83,-91,-84,-82,-99,-70,-92,-86,-70,-94,-80,-75,-88,-74,-82,-88,-63,-87,-88,-89,-90,-69,-89,-59,-82,-56,-75,-74,-81,11
-86,-58,-92,-62,-83,-82,-69,-70,-90,-87,-80,-91,-81,-80,-93,-78,-88,-84,-67,-82,-77,-74,-86,-72,-74,-87,-67,-89,-89,-89,-91,-62,-89,-68,-78,-65,-63,-81,-89,11
-87,-58,-87,-65,-82,-75,-75,-71,-87,-87,-79,-89,-85,-80,-83,-67,-87,-89,-75,-83,-84,-72,-84,-73,-79,-88,-69,-87,-87,-87,-89,-60,-88,-57,-79,-54,-68,-81,-87,11
-90,-50,-91,-61,-86,-76,-77,-68,-85,-95,-80,-91,-92,-80,-86,-65,-86,-90,-68,-83,-87,-70,-89,-80,-74,-86,-56,-88,-86,-91,-95,-71,-87,-59,-87,-53,-71,-83,-88,11
-91,-52,-89,-63,-85,-88,-74,-72,-89,-88,-82,-88,-82,-92,-84,-61,-94,-87,-68,-83,-83,-77,-84,-79,-81,-87,-65,-96,-94,-87,-88,-60,-89,-58,-84,-53,-65,-83,-89,11
-91,-57,-88,-60,-91,-74,-73,-81,-95,-94,-86,-89,-84,-79,-84,-67,-90,-85,-68,-93,-88,-76,-101,-76,-80,-94,-66,-93,-93,-97,-94,-72,-92,-71,-76,-53,-70,-80,-88,11
-83,-56,-89,-68,-89,-80,-77,-75,-88,-88,-91,-97,-88,-87,-95,-74,-87,-95,-67,-89,-96,-75,-87,-65,-70,-89,-81,-88,-90,-88,-91,-81,-89,-81,-88,-71,-76,-84,-88,12
-82,-55,-86,-79,-85,-81,-80,-73,-90,-87,-89,-96,-86,-87,-80,-76,-86,-90,-76,-101,-93,-72,-95,-73,-63,-94,-73,-90,-91,-92,-90,-77,-92,-65,-82,-76,-83,-85,-89,12
-83,-57,-88,-68,-93,-79,-74,-77,-86,-91,-84,-100,-91,-87,-81,-80,-89,-88,-76,-88,-89,-66,-88,-66,-77,-85,-77,-86,-87,-87,-86,-80,-88,-60,-86,-79,-75,-90,-93,12
-83,-61,-86,-50,-89,-81,-77,-79,-86,-86,-87,-95,-91,-89,-85,-80,-87,-88,-68,-89,-87,-77,-88,-68,-70,-85,-79,-86,-86,-90,-86,-74,-89,-57,-88,-75,-77,-83,-92,12
-83,-55,-88,-54,-90,-80,-77,-80,-90,-89,-85,-91,-87,-89,-81,-76,-87,-87,-68,-84,-95,-75,-90,-67,-77,-87,-73,-86,-88,-86,-87,-72,-87,-61,-86,-74,-80,-92,-95,12
-92,-63,-86,-57,-87,-77,-72,-74,-88,-87,-94,-95,-89,-85,-87,-75,-89,-86,-77,-87,-90,-83,-98,-65,-65,-88,-75,-93,-91,-91,-93,-77,-90,-65,-81,-76,-77,-84,-88,12
-91,-54,-88,-62,-87,-81,-78,-76,-89,-87,-88,-92,-87,-98,-81,-77,-88,-88,-67,-95,-95,-70,-93,-68,-76,-91,-62,-91,-91,-88,-89,-83,-89,-68,-88,-76,-79,-85,-91,12
